,Durat,Flags,Flows,Packets Bytes,Prot,Port
1751,0.0,RA_,60,1,TCP,36467
1752,0.0,INT,78,1,UDP,80
1753,0.0,INT,80,1,UDP,80
1754,0.001,FA_,120,2,TCP,62773
1755,0.0,INT,467,1,UDP,36750
1756,0.0,SA_,60,1,TCP,2107
1757,0.0,PA_,409,1,TCP,35680
1758,0.0,FA_,60,1,TCP,52955
1759,0.0,INT,169,1,UDP,15140
1760,0.0,INT,98,1,UDP,80
1761,0.019,SPA_,1810,4,TCP,33345
1762,0.0,INT,60,1,UDP,12350
1763,0.0,URH,70,1,ICMP,13363
1764,0.0,INT,74,1,UDP,61631
1765,0.018000000000000002,PA_,136,2,TCP,17669
1766,0.0,A_,60,1,TCP,53
1767,0.0,INT,77,1,UDP,13363
1768,0.099,FA_,120,2,TCP,80
1769,4.939,A_,2160,36,TCP,80
1770,0.0,INT,182,1,UDP,13363
1771,0.0,INT,60,1,UDP,6881
1772,0.0,INT,133,1,UDP,50699
1773,0.0,A_,60,1,TCP,80
1774,0.08,PA_,120,2,TCP,43041
1775,0.0,INT,189,1,UDP,42018
1776,0.848,PA_,211,3,TCP,53
1777,0.16899999999999998,SPA_,728,4,TCP,23016
1778,0.0,INT,619,1,UDP,53
1779,0.701,PA_,284,4,TCP,60716
1780,0.0,INT,60,1,UDP,52220
1781,4.896,A_,1740,29,TCP,80
1782,0.053,SPA_,811,7,TCP,1230
1783,0.027999999999999997,SPA_,6243,7,TCP,53
1784,0.0,A_,66,1,TCP,56247
1785,0.0,PA_,70,1,TCP,18274
1786,0.0,INT,133,1,UDP,13363
1787,0.207,PA_,400,4,TCP,80
1788,0.0,INT,148,1,UDP,443
1789,0.0,FA_,66,1,TCP,443
1790,0.0,INT,216,1,UDP,47821
1791,0.24600000000000002,PA_,120,2,TCP,53
1792,0.0,INT,71,1,UDP,1252
1793,0.0,INT,60,1,UDP,6881
1794,0.368,PA_,417,3,TCP,1150
1795,0.0,INT,81,1,UDP,80
1796,0.0,INT,179,1,UDP,13363
1797,0.156,FSPA_,1693,26,TCP,995
1798,4.913,A_,1740,29,TCP,53839
1799,0.0,INT,60,1,UDP,13363
1800,2.9339999999999997,S_,124,2,TCP,47558
1801,0.0,INT,60,1,UDP,56780
1802,0.0,RA_,60,1,TCP,12114
1803,0.0,INT,481,1,UDP,58948
1804,0.0,PA_,70,1,TCP,443
1805,0.0,INT,81,1,UDP,13363
1806,0.56,INT,124,2,UDP,33586
1807,0.0,INT,79,1,UDP,80
1808,0.0,INT,129,1,UDP,2222
1809,0.0,SA_,66,1,TCP,13363
1810,0.725,FSPA_,2996,39,TCP,13363
1811,0.35200000000000004,PA_,181,3,TCP,60106
1812,0.0,INT,81,1,UDP,53
1813,0.07400000000000001,SPA_,586,2,TCP,53
1814,0.0,INT,60,1,UDP,80
1815,0.0,INT,62,1,UDP,32297
1816,0.287,PA_,5334,7,TCP,1067
1817,2.667,FSRPA_,654,7,TCP,53
1818,0.21600000000000005,PA_,2354,5,TCP,53
1819,0.0,INT,133,1,UDP,38680
1820,0.0,INT,73,1,UDP,4927
1821,4.811,PA_,252,3,TCP,54869
1822,1.587,S_,186,3,TCP,34659
1823,0.0,INT,108,1,UDP,53
1824,0.0,A_,66,1,TCP,80
1825,0.163,PA_,315,2,TCP,10629
1826,0.648,_FSPA,191961,184,TCP,35886
1827,0.0,INT,141,1,UDP,33348
1828,0.044000000000000004,PA_,120,2,TCP,80
1829,0.0,INT,138,1,UDP,13363
1830,2.016,TXD,140,2,ICMP,50844
1831,0.0,URP,176,1,ICMP,52494
1832,1.0,PA_,194,2,TCP,41061
1833,0.0,INT,186,1,UDP,80
1834,0.136,PA_,35668,26,TCP,53
1835,0.8009999999999999,PA_,313,4,TCP,65054
1836,0.0,INT,76,1,UDP,53
1837,0.0,INT,2895,3,UDP,13363
1838,0.004,SA_,126,2,TCP,6881
1839,2.8360000000000003,_FSPA,3492,52,TCP,26092
1840,0.0,INT,74,1,UDP,21332
1841,0.0,INT,76,1,UDP,80
1842,4.935,PA_,83105,61,TCP,443
1843,0.0,INT,81,1,UDP,49663
1844,0.0,INT,81,1,UDP,13363
1845,0.0,A_,66,1,TCP,56983
1846,0.0,INT,60,1,UDP,53365
1847,0.0,PA_,60,1,TCP,39080
1848,0.0,INT,66,1,UDP,53
1849,0.0,INT,81,1,UDP,1150
1850,0.0,INT,107,1,UDP,57373
1851,0.0,INT,90,1,UDP,8199
1852,0.0,INT,619,1,UDP,58035
1853,0.0,INT,74,1,UDP,53
1854,0.0,INT,91,1,UDP,443
1855,0.638,PA_,2183,5,TCP,43958
1856,0.0,INT,279,1,UDP,13363
1857,0.0,INT,182,1,UDP,13363
1858,0.0,PA_,146,1,TCP,50502
1859,0.0,PA_,270,1,TCP,39843
1860,0.0,INT,74,1,UDP,80
1861,0.0,FA_,60,1,TCP,1150
1862,0.0,PA_,105,1,TCP,1190
1863,4.921,PA_,1400,21,TCP,53
1864,0.0,RA_,60,1,TCP,50501
1865,0.0,INT,81,1,UDP,13363
1866,0.0,INT,153,1,UDP,80
1867,0.0,INT,81,1,UDP,35307
1868,0.0,INT,70,1,UDP,55248
1869,1.399,PA_,191,3,TCP,993
1870,0.0,INT,60,1,UDP,43290
1871,0.0,SA_,66,1,TCP,13363
1872,0.0,A_,60,1,TCP,80
1873,0.0,INT,166,1,ESP,40146
1874,1.204,PA_,433,6,TCP,1150
1875,0.0,INT,133,1,UDP,1199
1876,0.0,INT,60,1,UDP,51888
1877,0.0,INT,129,1,UDP,53
1878,1.6369999999999998,SPA_,11201,15,TCP,13363
1879,0.0,INT,133,1,UDP,26619
1880,0.0,INT,81,1,UDP,13363
1881,0.0,INT,89,1,UDP,13363
1882,0.001,PA_,120,2,TCP,53
1883,0.0,INT,215,1,UDP,53
1884,0.0,INT,180,1,UDP,993
1885,0.0,INT,81,1,UDP,17509
1886,0.0,A_,60,1,TCP,49185
1887,0.0,INT,90,1,UDP,13363
1888,1.2109999999999999,PA_,483,5,TCP,80
1889,0.0,INT,76,1,UDP,427
1890,0.479,PA_,4271,4,TCP,13363
1891,0.0,INT,90,1,UDP,2528
1892,4.434,SPA_,1470,5,TCP,80
1893,0.0,INT,108,1,UDP,13363
1894,4.99,PA_,29620,26,TCP,13363
1895,0.0,INT,79,1,UDP,4125
1896,0.664,PA_,13020,13,TCP,52084
1897,0.0,INT,75,1,UDP,161
1898,0.066,_FSPA,475,5,TCP,14886
1899,0.0,INT,418,2,UDP,53
1900,0.0,INT,143,1,UDP,50338
1901,1.0070000000000001,FSPA_,2000,20,TCP,49772
1902,0.0,INT,107,1,UDP,35676
1903,0.0,INT,460,1,UDP,55903
1904,0.008,FA_,120,2,TCP,80
1905,0.0,INT,107,1,UDP,29281
1906,0.0,INT,308,1,UDP,80
1907,0.073,PA_,487,5,TCP,53
1908,0.11900000000000001,PA_,1275,4,TCP,80
1909,0.0,INT,74,1,UDP,53
1910,0.0,INT,67,1,UDP,57512
1911,0.0,INT,62,1,UDP,52598
1912,0.0,INT,75,1,UDP,10064
1913,4.224,PA_,429,4,TCP,45175
1914,0.0,INT,81,1,UDP,31104
1915,0.0,INT,81,1,UDP,60197
1916,4.99,PA_,362288,2773,TCP,13363
1917,0.0,INT,107,1,UDP,13363
1918,0.0,A_,60,1,TCP,64831
1919,0.46399999999999997,PA_,496,3,TCP,1033
1920,1.24,FSRPA_,1903,9,TCP,41316
1921,0.0,INT,130,1,UDP,20825
1922,0.0,INT,76,1,UDP,59953
1923,0.862,PA_,120,2,TCP,53
1924,0.321,SPA_,3184,7,TCP,52265
1925,0.0,INT,60,1,UDP,36714
1926,0.0,INT,183,1,UDP,62560
1927,0.0,CON,120,2,ARP,33033
1928,1.605,RA_,180,3,TCP,80
1929,0.0,INT,133,1,UDP,51246
1930,0.0,INT,119,1,UDP,443
1931,0.0,INT,155,1,UDP,80
1932,0.0,INT,79,1,UDP,53
1933,0.0,INT,142,1,UDP,21104
1934,0.0,INT,199,1,UDP,54022
1935,0.0,INT,418,2,UDP,53
1936,0.0,INT,153,1,UDP,53
1937,0.20600000000000002,FSPA_,909,13,TCP,50156
1938,0.0,INT,199,1,UDP,80
1939,0.0,A_,60,1,TCP,46810
1940,0.0,INT,70,1,UDP,49634
1941,0.049,FSPA_,664,5,TCP,53
1942,0.0,INT,77,1,UDP,443
1943,0.0,PA_,146,1,TCP,38552
1944,0.046,SPA_,11020,11,TCP,13363
1945,0.0,INT,60,1,UDP,5222
1946,2.197,INT,934,2,UDP,48784
1947,0.0,INT,60,1,UDP,80
1948,0.0,INT,481,1,UDP,55246
1949,0.0,INT,76,1,UDP,13363
1950,0.0,INT,180,1,UDP,5955
1951,0.0,INT,160,1,UDP,15141
1952,0.0,A_,60,1,TCP,53
1953,0.0,INT,133,1,UDP,13363
1954,0.0,INT,60,1,UDP,50190
1955,2.006,INT,288,2,UDP,13363
1956,0.0,INT,77,1,UDP,5222
1957,0.0,FA_,66,1,TCP,53
1958,0.0,INT,107,1,UDP,18965
1959,0.0,INT,222,1,UDP,13363
1960,0.0,INT,465,1,UDP,2071
1961,4.209,_FSPA,878,3,TCP,35903
1962,0.0,INT,60,1,UDP,1150
1963,0.07200000000000001,PA_,2002,4,TCP,42407
1964,1.001,_FSPA,90316,68,TCP,58297
1965,0.0,INT,77,1,UDP,34266
1966,0.0,INT,138,1,UDP,80
1967,1.9980000000000002,SPA_,4791,8,TCP,13363
1968,0.0,INT,81,1,UDP,1034
1969,0.0,INT,86,1,UDP,51650
1970,3.987,RED,280,4,ICMP,80
1971,0.0,INT,197,1,UDP,50520
1972,0.009000000000000001,SA_,126,2,TCP,4041
1973,0.0,INT,133,1,UDP,64438
1974,0.0,INT,133,1,UDP,19913
1975,0.0,INT,66,1,UDP,13363
1976,1.5090000000000001,PA_,874,6,TCP,80
1977,3.303,PA_,7309,7,TCP,13363
1978,0.0,INT,60,1,UDP,13363
1979,0.009000000000000001,PA_,249,2,TCP,10286
1980,0.0,INT,64,1,UDP,21336
1981,0.22699999999999998,PA_,712,4,TCP,36658
1982,0.0,INT,179,1,UDP,60504
1983,0.0,INT,71,1,UDP,53
1984,0.0,INT,60,1,UDP,59122
1985,0.0,INT,63,1,UDP,443
1986,0.0,INT,103,1,UDP,1230
1987,0.0,INT,72,1,UDP,11159
1988,0.0,SA_,66,1,TCP,51899
1989,0.0,INT,175,1,UDP,49207
1990,0.0,PA_,140,1,TCP,36828
1991,0.0,INT,71,1,UDP,49205
1992,0.517,PA_,354,4,TCP,48915
1993,0.0,INT,60,1,UDP,14811
1994,4.809,PA_,17214,14,TCP,5106
1995,0.0,PA_,156,1,TCP,3623
1996,0.0,INT,98,1,UDP,53
1997,0.0,INT,148,1,UDP,6541
1998,0.0,INT,133,1,UDP,53
1999,0.0,INT,75,1,UDP,80
2000,0.0,A_,66,1,TCP,58087
2001,0.0,INT,194,1,UDP,1278
2002,0.171,PA_,122,2,TCP,993
2003,0.0,INT,863,1,UDP,44728
2004,0.0,PA_,1300,1,TCP,23248
2005,0.0,FA_,60,1,TCP,64438
2006,0.0,INT,143,1,UDP,13363
2007,0.0,INT,208,1,UDP,13363
2008,0.0,INT,83,1,UDP,5269
2009,0.08,INT,121,2,UDP,80
2010,1.006,_FSPA,2936,5,TCP,80
2011,0.0,INT,60,1,UDP,50439
2012,1.048,PA_,120,2,TCP,443
2013,0.0,INT,481,1,UDP,14654
2014,0.0,SA_,66,1,TCP,56499
2015,0.0,A_,60,1,TCP,10005
2016,0.0,INT,60,1,UDP,80
2017,0.0,INT,81,1,UDP,53
2018,0.0,PA_,146,1,TCP,2015
2019,4.913,PA_,41583,47,TCP,57631
2020,0.344,PA_,181,3,TCP,60085
2021,0.0,INT,76,1,UDP,80
2022,0.5579999999999999,FSPA_,596,7,TCP,57134
2023,0.0,PA_,134,1,TCP,80
2024,0.0,A_,60,1,TCP,80
2025,0.0,INT,60,1,UDP,49233
2026,0.0,INT,216,1,UDP,52242
2027,0.023,PA_,136,2,TCP,80
2028,0.275,PA_,186,3,TCP,49166
2029,0.98,RA_,180,3,TCP,13363
2030,0.0,INT,73,1,UDP,49167
2031,0.0,INT,60,1,UDP,53
2032,0.0,INT,75,1,UDP,40301
2033,0.0,FA_,66,1,TCP,45706
2034,0.0,INT,162,1,UDP,13363
2035,4.702,PA_,522,7,TCP,53
2036,0.27399999999999997,PA_,531,6,TCP,13363
2037,0.0,PA_,507,2,TCP,13363
2038,0.0,PA_,69,1,TCP,46421
2039,0.0,INT,112,1,UDP,443
2040,0.0,INT,94,1,UDP,53
2041,0.0,INT,179,1,UDP,1150
2042,0.038,PA_,919,2,TCP,46802
2043,0.07,FSRPA_,1099,6,TCP,51259
2044,0.285,PA_,1917,3,TCP,38596
2045,0.111,PA_,2440,4,TCP,35143
2046,2.081,PA_,2348,4,TCP,50990
2047,0.444,PA_,204,3,TCP,53
2048,0.0,INT,60,1,UDP,61431
2049,1.919,A_,132,2,TCP,80
2050,0.395,_FSPA,1329,5,TCP,38035
2051,0.0,INT,87,1,UDP,46087
2052,0.187,SPA_,836,5,TCP,58898
2053,0.0,PA_,60,1,TCP,13363
2054,0.0,R_,60,1,TCP,62598
2055,4.927,A_,1740,29,TCP,33543
2056,0.0,INT,222,1,UDP,13363
2057,0.0,FA_,60,1,TCP,53
2058,0.0,A_,60,1,TCP,80
2059,0.0,PA_,60,1,TCP,80
2060,0.0,ECO,148,2,ICMP,8009
2061,4.1739999999999995,SPA_,152788,105,TCP,13363
2062,0.0,A_,60,1,TCP,443
2063,0.002,FA_,120,2,TCP,40648
2064,0.0,INT,470,1,UDP,80
2065,0.0,PA_,60,1,TCP,1500
2066,0.0,INT,74,1,UDP,13363
2067,0.0,INT,133,1,UDP,13363
2068,4.68,PA_,631888,2738,TCP,4140
2069,0.33299999999999996,PA_,477,2,TCP,13363
2070,0.0,INT,81,1,UDP,13363
2071,0.382,PA_,120,2,TCP,60261
2072,0.0,INT,465,1,UDP,41458
2073,0.037000000000000005,PA_,1096,2,TCP,443
2074,0.0,A_,60,1,TCP,13363
2075,0.0,INT,75,1,UDP,49255
2076,0.0,INT,145,1,UDP,2971
2077,0.0,A_,60,1,TCP,443
2078,0.0,INT,133,1,UDP,2990
2079,0.0,INT,133,1,UDP,51407
2080,3.3139999999999996,PA_,374,2,TCP,53
2081,4.95,PA_,23800,100,TCP,80
2082,0.0,INT,81,1,UDP,32223
2083,0.0,INT,216,1,UDP,13363
2084,0.0,RA_,60,1,TCP,5109
2085,0.0,INT,61,1,UDP,13363
2086,0.0,INT,60,1,UDP,33087
2087,0.327,PA_,408,3,TCP,1986
2088,0.0,INT,60,1,UDP,38562
2089,3.813,PA_,3375,5,TCP,80
2090,0.0,URP,173,1,ICMP,13363
2091,0.0,INT,60,1,UDP,26393
2092,0.0,INT,61,1,UDP,58237
2093,0.0,INT,81,1,UDP,13363
2094,0.281,SPA_,1881,8,TCP,80
2095,0.0,SA_,126,2,TCP,443
2096,0.303,FSRPA_,1000,7,TCP,13363
2097,0.0,INT,71,1,UDP,2049
2098,0.515,PA_,389,4,TCP,80
2099,0.0,INT,77,1,UDP,80
2100,0.28800000000000003,PA_,2214,3,TCP,40023
2101,0.0,INT,107,1,UDP,13363
2102,0.0,INT,83,1,UDP,53
2103,0.0,INT,76,1,UDP,13363
2104,0.0,FA_,60,1,TCP,26470
2105,0.0,INT,112,1,UDP,47836
2106,0.0,INT,179,1,UDP,31248
2107,0.0,A_,60,1,TCP,1150
2108,0.0,INT,182,1,UDP,13363
2109,0.0,A_,66,1,TCP,13363
2110,0.0,INT,72,1,UDP,80
2111,0.002,FA_,120,2,TCP,23428
2112,4.258,PA_,303,5,TCP,13363
2113,0.17300000000000001,PA_,461,3,TCP,34219
2114,2.4130000000000003,INT,2132,2,UDP,554
2115,0.0,INT,62,1,UDP,17500
2116,0.0,INT,85,1,UDP,80
2117,0.099,SA_,140,2,TCP,53
2118,0.0,INT,82,1,UDP,33910
2119,0.0,INT,60,1,UDP,443
2120,0.0,INT,63,1,UDP,60757
2121,0.0,INT,178,1,UDP,53
2122,0.0,PA_,147,1,TCP,52460
2123,3.967,SPA_,988,11,TCP,33598
2124,2.039,PA_,3223,4,TCP,63331
2125,0.97,SRPA_,1341,5,TCP,13363
2126,0.0,INT,75,1,UDP,13363
2127,0.0,INT,143,1,UDP,1081
2128,0.0,INT,148,1,UDP,21172
2129,0.0,INT,74,1,UDP,80
2130,0.136,SPA_,1209,4,TCP,443
2131,0.0,PA_,60,1,TCP,4144
2132,0.0,INT,60,1,UDP,57289
2133,0.0,A_,66,1,TCP,58961
2134,0.03,FSPA_,697,5,TCP,1465
2135,0.40700000000000003,_FSPA,5887,7,TCP,45214
2136,0.0,INT,63,1,UDP,80
2137,0.0,INT,72,1,UDP,47209
2138,0.0,INT,81,1,UDP,53
2139,0.0,INT,60,1,UDP,53
2140,4.0,INT,120,2,ARP,52068
2141,0.0,INT,112,1,UDP,53
2142,0.0,INT,133,1,UDP,62285
2143,0.0,INT,107,1,UDP,42538
2144,0.0,INT,108,1,UDP,46327
2145,0.0,INT,67,1,UDP,80
2146,0.0,INT,74,1,UDP,14179
2147,0.0,A_,60,1,TCP,50847
2148,0.0,INT,184,1,UDP,60840
2149,0.0,INT,489,1,UDP,50685
2150,1.228,PA_,2259,4,TCP,17350
2151,4.463,A_,900,15,TCP,52089
2152,0.0,INT,171,1,UDP,1150
2153,0.0,A_,60,1,TCP,13363
2154,0.0,INT,81,1,UDP,13363
2155,0.0,INT,82,1,UDP,13363
2156,0.0,PA_,60,1,TCP,52870
2157,0.0,SA_,78,1,TCP,59352
2158,0.0,INT,81,1,UDP,13363
2159,4.989,PA_,84327,58,TCP,13363
2160,0.0,INT,133,1,UDP,80
2161,0.0,INT,60,1,UDP,53
2162,0.0,INT,86,1,UDP,49632
2163,0.19399999999999998,PA_,1116,3,TCP,11698
2164,1.954,PA_,366,2,TCP,47224
2165,0.0,INT,74,1,UDP,25
2166,0.22699999999999998,SPA_,1653,6,TCP,32621
2167,4.834,PA_,9936,29,TCP,53
2168,1.9269999999999998,FA_,120,2,TCP,80
2169,0.0,INT,179,1,UDP,50665
2170,0.001,PA_,3577,3,TCP,80
2171,0.0,A_,60,1,TCP,9289
2172,0.0,INT,356,1,UDP,15498
2173,0.223,_FSPA,836,4,TCP,443
2174,0.36200000000000004,PA_,6899,7,TCP,13363
2175,0.0,INT,90,1,UDP,34045
2176,0.0,INT,60,1,ARP,60244
2177,0.0,INT,85,1,UDP,6404
2178,0.0,FA_,60,1,TCP,47224
2179,0.0,INT,81,1,UDP,2202
2180,0.0,INT,181,1,UDP,47789
2181,0.0,INT,68,1,UDP,443
2182,0.0,INT,133,1,UDP,13363
2183,3.233,SA_,192,3,TCP,53
2184,0.0,INT,418,2,UDP,59998
2185,3.7089999999999996,PA_,1170,14,TCP,33400
2186,4.9430000000000005,PA_,84082,71,TCP,3544
2187,0.135,PA_,659,5,TCP,52772
2188,0.0,INT,60,1,UDP,59942
2189,0.0,A_,60,1,TCP,53
2190,0.0,INT,145,1,UDP,53
2191,0.0,INT,73,1,UDP,53
2192,0.9890000000000001,PA_,2080,14,TCP,80
2193,0.0,INT,388,2,UDP,30647
2194,0.0,INT,129,1,UDP,49533
2195,1.1,RA_,180,3,TCP,61947
2196,0.0,INT,74,1,UDP,40478
2197,0.0,INT,68,1,UDP,47860
2198,0.0,FA_,120,2,TCP,43530
2199,0.0,INT,67,1,UDP,59388
2200,0.0,INT,72,1,UDP,45238
2201,0.0,INT,112,1,UDP,33765
2202,3.293,URP,1548,3,ICMP,80
2203,2.002,INT,244,2,UDP,80
2204,0.28300000000000003,_FSPA,1619,14,TCP,13363
2205,0.0,INT,143,1,UDP,1030
2206,0.0,INT,81,1,UDP,2522
2207,0.0,FA_,60,1,TCP,53
2208,0.135,PA_,136,2,TCP,13363
2209,0.0,A_,60,1,TCP,2863
2210,0.0,INT,78,1,UDP,52218
2211,0.0,INT,62,1,UDP,53
2212,0.0,URP,135,1,ICMP,443
2213,0.203,PA_,371,2,TCP,1573
2214,0.0,INT,76,1,UDP,37976
2215,0.0,INT,112,1,UDP,59199
2216,0.0,FA_,60,1,TCP,443
2217,0.0,INT,418,2,UDP,14982
2218,0.0,INT,122,1,UDP,51167
2219,0.0,FA_,60,1,TCP,21351
2220,0.0,INT,156,1,UDP,80
2221,0.0,A_,66,1,TCP,53504
2222,0.0,INT,75,1,UDP,53
2223,0.0,INT,81,1,UDP,53
2224,0.0,INT,520,1,UDP,13363
2225,0.0,INT,133,1,UDP,1150
2226,2.0,INT,196,2,UDP,80
2227,0.0,INT,133,1,UDP,13363
2228,0.0,INT,68,1,UDP,80
2229,0.0,URP,173,1,ICMP,443
2230,0.0,INT,75,1,UDP,13363
2231,0.0,INT,81,1,UDP,2336
2232,0.0,INT,76,1,UDP,35533
2233,0.217,_FSPA,6693,8,TCP,13363
2234,0.0,INT,149,1,UDP,35014
2235,0.0,A_,66,1,TCP,8000
2236,0.0,INT,60,1,UDP,13363
2237,0.11599999999999999,PA_,915,4,TCP,42124
2238,0.0,INT,60,1,UDP,80
2239,0.0,INT,60,1,UDP,13363
2240,0.0,INT,60,1,UDP,25008
2241,0.0,INT,194,1,UDP,13363
2242,0.0,PA_,210,2,TCP,443
2243,0.001,FA_,120,2,TCP,13363
2244,0.40700000000000003,FSPA_,887,7,TCP,51463
2245,1.008,PA_,429,4,TCP,55456
2246,0.614,PA_,120,2,TCP,80
2247,0.0,INT,88,1,UDP,6881
2248,0.0,INT,81,1,UDP,47507
2249,0.0,INT,61,1,UDP,62765
2250,0.0,R_,60,1,TCP,52772
2251,0.0,SA_,66,1,TCP,80
2252,0.0,INT,81,1,UDP,80
2253,0.0,A_,60,1,TCP,53
2254,0.0,INT,418,2,UDP,51246
2255,0.0,INT,129,1,UDP,80
2256,0.0,INT,133,1,UDP,54023
2257,3.3139999999999996,A_,132,2,TCP,53
2258,0.0,INT,60,1,UDP,53
2259,0.0,PA_,60,1,TCP,10010
2260,3.6260000000000003,SA_,132,2,TCP,13363
2261,0.0,PA_,1123,1,TCP,60548
2262,0.619,_FSPA,893,5,TCP,53
2263,0.0,INT,66,1,UDP,59101
2264,0.0,INT,81,1,UDP,161
2265,0.0,INT,62,1,UDP,3478
2266,0.0,INT,317,1,UDP,38372
2267,4.901,A_,2100,35,TCP,3306
2268,0.0,INT,74,1,UDP,64225
2269,0.0,A_,60,1,TCP,48784
2270,1.3230000000000002,PA_,447,5,TCP,13363
2271,0.0,INT,74,1,UDP,50516
2272,4.94,PA_,84227,67,TCP,13363
2273,0.0,INT,147,1,UDP,13363
2274,4.341,SPA_,1871,13,TCP,53
2275,0.0,INT,107,1,UDP,51910
2276,4.806,A_,2112,32,TCP,21335
2277,0.0,INT,60,1,UDP,10010
2278,0.0,INT,186,1,UDP,52074
2279,0.753,FSPA_,7383,41,TCP,427
2280,0.0,INT,61,1,UDP,80
2281,0.0,INT,520,1,UDP,53
2282,0.0,INT,467,1,UDP,63166
2283,0.36,PA_,317,4,TCP,13363
2284,0.0,A_,60,1,TCP,24024
2285,4.996,PA_,84327,58,TCP,50845
2286,0.038,A_,132,2,TCP,4148
2287,0.0,A_,66,1,TCP,53
2288,0.0,INT,145,1,UDP,48302
2289,0.0,INT,60,1,UDP,51102
2290,0.20800000000000002,SPA_,8018,8,TCP,53
2291,0.0,URP,135,1,ICMP,80
2292,0.0,FA_,66,1,TCP,57116
2293,0.212,SRPA_,695,5,TCP,554
2294,0.009000000000000001,FA_,120,2,TCP,13363
2295,0.0,INT,73,1,UDP,53
2296,0.0,INT,137,1,UDP,58337
2297,4.979,A_,300240,5004,TCP,3306
2298,0.358,SPA_,1051,4,TCP,65506
2299,0.0,INT,77,1,UDP,13363
2300,0.0,INT,81,1,UDP,54348
2301,0.32799999999999996,A_,120,2,TCP,41061
2302,0.001,ECO,148,2,ICMP,27662
2303,0.0,INT,111,1,UDP,1150
2304,0.0,INT,61,1,UDP,63688
2305,0.0,INT,72,1,UDP,58675
2306,0.0,INT,231,1,UDP,34458
2307,0.0,INT,120,1,UDP,32829
2308,0.0,INT,75,1,UDP,45274
2309,0.0,PA_,241,2,TCP,47066
2310,0.015,PA_,278,2,TCP,45602
2311,0.0,INT,124,1,UDP,1423
2312,0.0,INT,64,1,UDP,13363
2313,0.7,PA_,453,6,TCP,80
2314,0.0,INT,64,1,UDP,53
2315,0.0,INT,60,1,UDP,56261
2316,0.0,INT,74,1,UDP,53
2317,0.0,INT,83,1,UDP,80
2318,0.0,INT,418,2,UDP,80
2319,3.451,SA_,132,2,TCP,51080
2320,0.0,PA_,86,1,TCP,45697
2321,0.0,INT,151,1,UDP,64249
2322,0.0,INT,98,1,UDP,34686
2323,0.204,_FSPA,7030,8,TCP,5190
2324,0.0,INT,66,1,UDP,53
2325,0.0,INT,60,1,UDP,13363
2326,3.013,INT,120,2,UDP,123
2327,3.938,INT,314,2,UDP,13363
2328,0.0,INT,60,1,UDP,443
2329,0.0,FA_,60,1,TCP,123
2330,0.0,INT,79,1,UDP,53
2331,0.0,INT,60,1,UDP,25172
2332,0.0,INT,60,1,UDP,42087
2333,0.0,INT,79,1,UDP,59371
2334,3.6319999999999997,SA_,192,3,TCP,6881
2335,4.977,PA_,84082,59,TCP,993
2336,4.466,A_,840,14,TCP,1837
2337,0.0,INT,73,1,UDP,16953
2338,0.0,INT,85,1,UDP,30121
2339,0.0,INT,133,1,UDP,52760
2340,0.015,PA_,278,2,TCP,41470
2341,0.0,INT,90,1,UDP,42460
2342,0.301,PA_,602,2,TCP,21315
2343,0.0,INT,77,1,UDP,13363
2344,4.812,PA_,952,14,TCP,631
2345,0.0,PA_,60,1,TCP,34250
2346,0.001,INT,145,1,UDP,53
2347,4.944,PA_,592,6,TCP,21323
2348,3.051,_FSPA,818,10,TCP,13363
2349,0.0,FA_,132,2,TCP,993
2350,0.0,INT,132,1,UDP,8080
2351,2.013,URP,380,2,ICMP,39544
2352,0.0,INT,60,1,UDP,58301
2353,0.0,INT,133,1,UDP,80
2354,0.0,INT,60,1,UDP,13363
2355,3.0039999999999996,PA_,282,2,TCP,61730
2356,0.818,PA_,578,3,TCP,39481
2357,0.0,A_,60,1,TCP,53370
2358,0.0,INT,75,1,UDP,53
2359,0.0,INT,481,1,UDP,80
2360,0.0,INT,82,1,UDP,53
2361,0.568,FSPA_,547,5,TCP,31948
2362,0.0,A_,60,1,TCP,80
2363,1.113,RA_,180,3,TCP,13363
2364,0.0,INT,60,1,UDP,13363
2365,0.0,INT,74,1,UDP,45185
2366,0.0,INT,129,1,UDP,13363
2367,0.0,PA_,64,1,TCP,13363
2368,0.0,INT,75,1,UDP,3306
2369,0.0,INT,111,1,UDP,13363
2370,0.0,INT,90,1,UDP,58675
2371,0.0,INT,60,1,UDP,13363
2372,0.0,S_,62,1,TCP,53
2373,0.0,INT,90,1,UDP,61722
2374,0.0,INT,81,1,UDP,51884
2375,0.0,INT,107,1,UDP,58675
2376,0.0,A_,60,1,TCP,2200
2377,0.028999999999999998,PA_,120,2,TCP,13363
2378,2.9939999999999998,S_,124,2,TCP,6667
2379,4.704,PA_,88474,1336,TCP,80
2380,0.0,FA_,60,1,TCP,53
2381,0.0,INT,60,1,UDP,55879
2382,0.0,INT,478,1,UDP,60872
2383,2.331,PA_,1034,4,TCP,33767
2384,0.0,INT,182,1,UDP,53
2385,3.023,URP,2910,6,ICMP,55322
2386,0.0,INT,85,1,UDP,50064
2387,4.978,PA_,24537398,16207,TCP,13363
2388,0.0,INT,60,1,UDP,45773
2389,0.0,INT,196,1,UDP,37812
2390,0.0,INT,60,1,UDP,50119
2391,0.0,INT,76,1,UDP,13363
2392,3.798,SA_,120,2,TCP,57202
